"country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"Gambia, The","GMB","2012",59.78,30.92,1570,175
"Gambia, The","GMB","2013",60,30.99,1610,173
"Gambia, The","GMB","2014",60.23,30.72,1580,174
"Georgia","GEO","2000",71.62,44.99,2690,254
"Georgia","GEO","2001",71.92,54.02,2830,243
"Georgia","GEO","2002",72.21,64.33,3030,228
"Georgia","GEO","2003",72.49,74.42,3470,210
"Georgia","GEO","2004",72.75,96.98,3870,192
"Georgia","GEO","2005",72.99,123.4,4410,175
"Georgia","GEO","2006",73.21,147.35,5100,161
"Georgia","GEO","2007",73.42,189.93,5850,149
"Georgia","GEO","2008",73.62,264.76,6080,140
"Georgia","GEO","2009",73.82,255.28,5990,133
"Georgia","GEO","2010",74,274.86,6390,127
"Georgia","GEO","2011",74.18,323.43,7100,122
"Georgia","GEO","2012",74.35,327.69,7950,119
"Georgia","GEO","2013",74.51,286.07,8380,116
"Georgia","GEO","2014",74.67,302.6,9130,106
"Germany","DEU","2000",77.93,2397.75,27100,13
"Germany","DEU","2001",78.33,2407.87,28300,9.8
"Germany","DEU","2002",78.23,2622.98,28980,9.8
"Germany","DEU","2003",78.38,3222.75,29720,9.9
"Germany","DEU","2004",78.68,3542.82,31660,8.7
"Germany","DEU","2005",78.93,3647.79,32250,8.1
"Germany","DEU","2006",79.13,3766.11,34850,7.3
"Germany","DEU","2007",79.53,4254.23,36970,6.6
"Germany","DEU","2008",79.74,4743.27,38400,5.9
"Germany","DEU","2009",79.84,4752.82,37910,6
"Germany","DEU","2010",79.99,4700.09,40040,5.8
"Germany","DEU","2011",80.74,5025.25,43770,5.8
"Germany","DEU","2012",80.89,4753.88,44590,5.8
"Germany","DEU","2013",80.84,5098.24,46360,6
"Germany","DEU","2014",80.84,5410.63,48150,6.2
"Ghana","GHA","2000",56.99,12.27,1750,216
"Ghana","GHA","2001",57.15,15.25,1830,214
"Ghana","GHA","2002",57.42,14.98,1890,212
"Ghana","GHA","2003",57.79,18.48,1980,209
"Ghana","GHA","2004",58.22,26.7,2090,206
"Ghana","GHA","2005",58.7,36.03,2250,203
"Ghana","GHA","2006",59.18,43.11,2420,199
"Ghana","GHA","2007",59.64,58.25,2530,196
"Ghana","GHA","2008",60.03,59.86,2740,191
"Ghana","GHA","2009",60.36,56.67,2830,187
"Ghana","GHA","2010",60.61,70.58,2970,183
"Ghana","GHA","2011",60.81,76.3,3320,178
"Ghana","GHA","2012",60.98,78.64,3540,173
"Ghana","GHA","2013",61.14,84.53,3860,168
"Ghana","GHA","2014",61.31,57.89,3920,165
"Gibraltar","GIB","2000",NA,NA,NA,NA
"Gibraltar","GIB","2001",NA,NA,NA,NA
"Gibraltar","GIB","2002",NA,NA,NA,NA
"Gibraltar","GIB","2003",NA,NA,NA,NA
"Gibraltar","GIB","2004",NA,NA,NA,NA
"Gibraltar","GIB","2005",NA,NA,NA,NA
"Gibraltar","GIB","2006",NA,NA,NA,NA
"Gibraltar","GIB","2007",NA,NA,NA,NA
"Gibraltar","GIB","2008",NA,NA,NA,NA
"Gibraltar","GIB","2009",NA,NA,NA,NA
"Gibraltar","GIB","2010",NA,NA,NA,NA
"Gibraltar","GIB","2011",NA,NA,NA,NA
"Gibraltar","GIB","2012",NA,NA,NA,NA
"Gibraltar","GIB","2013",NA,NA,NA,NA
"Gibraltar","GIB","2014",NA,NA,NA,NA
"Greece","GRC","2000",77.89,918.43,19640,7.4
"Greece","GRC","2001",78.39,1055.01,21170,5.3
"Greece","GRC","2002",78.64,1222.75,22610,6
"Greece","GRC","2003",78.84,1580.46,23800,6.2
"Greece","GRC","2004",79.04,1809.35,25160,7.6
"Greece","GRC","2005",79.24,2094.78,25620,7.2
"Greece","GRC","2006",79.44,2296.05,28010,6.4
"Greece","GRC","2007",79.44,2689.06,28530,6.4
"Greece","GRC","2008",79.94,3093.58,29940,6
"Greece","GRC","2009",80.19,2879.08,29720,5.6
"Greece","GRC","2010",80.39,2458.73,27630,4.6
"Greece","GRC","2011",80.73,2528.39,25430,4.7
"Greece","GRC","2012",80.63,2048.93,25450,5.4
"Greece","GRC","2013",81.29,2017.22,26040,5.1
"Greece","GRC","2014",81.29,1743.04,26390,5.1
"Greenland","GRL","2000",66.96,NA,NA,186
"Greenland","GRL","2001",67.61,NA,NA,186
"Greenland","GRL","2002",68.16,NA,NA,186
"Greenland","GRL","2003",68.44,NA,NA,186
"Greenland","GRL","2004",68.81,NA,NA,186
"Greenland","GRL","2005",69.22,NA,NA,186
"Greenland","GRL","2006",69.52,NA,NA,186
"Greenland","GRL","2007",69.98,NA,NA,186
"Greenland","GRL","2008",70.21,NA,NA,186
"Greenland","GRL","2009",70.47,NA,NA,128
"Greenland","GRL","2010",70.86,NA,NA,232
"Greenland","GRL","2011",71.06,NA,NA,234
"Greenland","GRL","2012",71.31,NA,NA,171
"Greenland","GRL","2013",NA,NA,NA,196
"Greenland","GRL","2014",NA,NA,NA,178
"Grenada","GRD","2000",70.25,339.02,7150,0
"Grenada","GRD","2001",70.47,391.89,7040,0.56
"Grenada","GRD","2002",70.69,353.18,7310,1.1
"Grenada","GRD","2003",70.92,340.27,8160,2.2
"Grenada","GRD","2004",71.14,305.53,8100,2.2
"Grenada","GRD","2005",71.37,371.77,10160,1.7
"Grenada","GRD","2006",71.61,405.41,10010,1.1
"Grenada","GRD","2007",71.84,430.27,10730,3.3
"Grenada","GRD","2008",72.09,457.99,11040,5.5
"Grenada","GRD","2009",72.33,461.69,10020,5.5
"Grenada","GRD","2010",72.57,471.95,10390,4.4
"Grenada","GRD","2011",72.79,470.47,10760,2.2
"Grenada","GRD","2012",73,482.12,10770,1.1
"Grenada","GRD","2013",73.19,485.42,11300,0.55
"Grenada","GRD","2014",73.37,505.83,12230,0
"Guam","GUM","2000",75.1,NA,NA,40
"Guam","GUM","2001",75.45,NA,NA,46
"Guam","GUM","2002",75.8,NA,NA,37
"Guam","GUM","2003",76.13,NA,NA,16
"Guam","GUM","2004",76.45,NA,NA,36
"Guam","GUM","2005",76.75,NA,NA,46
"Guam","GUM","2006",77.03,NA,NA,32
"Guam","GUM","2007",77.31,NA,NA,38
"Guam","GUM","2008",77.58,NA,NA,65
"Guam","GUM","2009",77.84,NA,NA,74
"Guam","GUM","2010",78.1,NA,NA,73
"Guam","GUM","2011",78.36,NA,NA,59
"Guam","GUM","2012",78.62,NA,NA,48
"Guam","GUM","2013",78.87,NA,NA,33
"Guam","GUM","2014",79.13,NA,NA,38
"Guatemala","GTM","2000",67.74,86.67,4740,31
"Guatemala","GTM","2001",68.23,105.54,4880,25
"Guatemala","GTM","2002",68.66,113.54,4980,30
"Guatemala","GTM","2003",69.04,120,5080,26
"Guatemala","GTM","2004",69.37,126.05,5230,32
"Guatemala","GTM","2005",69.65,140.14,5450,36
"Guatemala","GTM","2006",69.89,158.48,5750,34
"Guatemala","GTM","2007",70.11,169.51,6130,28
"Guatemala","GTM","2008",70.33,184.46,6310,29
"Guatemala","GTM","2009",70.55,177.64,6220,25
"Guatemala","GTM","2010",70.78,186.27,6340,28
"Guatemala","GTM","2011",71.01,198.98,6560,25
"Guatemala","GTM","2012",71.25,207.52,6800,28
"Guatemala","GTM","2013",71.49,216.09,7040,26
"Guatemala","GTM","2014",71.72,232.63,7290,25
"Guinea","GIN","2000",51.24,11.77,880,228
"Guinea","GIN","2001",51.25,11.54,910,224
"Guinea","GIN","2002",51.37,12.18,970,221
"Guinea","GIN","2003",51.64,12.8,920,218
"Guinea","GIN","2004",52.04,12.05,950,214
"Guinea","GIN","2005",52.59,8.57,970,210
"Guinea","GIN","2006",53.25,8.95,970,206
"Guinea","GIN","2007",54,12.53,1020,200
"Guinea","GIN","2008",54.78,13.89,1030,195
"Guinea","GIN","2009",55.56,16.56,1020,190
"Guinea","GIN","2010",56.31,19.56,1040,186
"Guinea","GIN","2011",57,21.18,1080,183
"Guinea","GIN","2012",57.64,26.27,1130,180
"Guinea","GIN","2013",58.22,28.65,1140,177
"Guinea","GIN","2014",58.73,30.46,1140,177
"Guinea-Bissau","GNB","2000",51.45,15.69,980,305
"Guinea-Bissau","GNB","2001",51.6,14.63,1000,317
"Guinea-Bissau","GNB","2002",51.76,16.85,1000,330
"Guinea-Bissau","GNB","2003",51.94,19.1,1010,342
"Guinea-Bissau","GNB","2004",52.13,20.08,1040,353
"Guinea-Bissau","GNB","2005",52.34,22.93,1100,361
"Guinea-Bissau","GNB","2006",52.58,23.26,1150,366
"Guinea-Bissau","GNB","2007",52.86,27.8,1190,367
"Guinea-Bissau","GNB","2008",53.15,33.48,1220,368
"Guinea-Bissau","GNB","2009",53.48,35.2,1240,369
"Guinea-Bissau","GNB","2010",53.81,34.74,1300,372
"Guinea-Bissau","GNB","2011",54.16,35.98,1420,376
"Guinea-Bissau","GNB","2012",54.5,37.26,1380,382
"Guinea-Bissau","GNB","2013",54.84,40.46,1380,387
"Guinea-Bissau","GNB","2014",55.16,37.28,1400,369
"Guyana","GUY","2000",64.97,56.15,3360,71
"Guyana","GUY","2001",65.11,54.57,3470,71
"Guyana","GUY","2002",65.24,56.73,3590,99
"Guyana","GUY","2003",65.36,59.63,3660,106
"Guyana","GUY","2004",65.47,60.66,3590,102
"Guyana","GUY","2005",65.58,64.74,3980,108
"Guyana","GUY","2006",65.68,91.57,4430,119
"Guyana","GUY","2007",65.78,150.63,4900,100
"Guyana","GUY","2008",65.87,191.83,5150,109
"Guyana","GUY","2009",65.96,197.5,5340,127
"Guyana","GUY","2010",66.04,198.02,5700,118
"Guyana","GUY","2011",66.13,231.69,6060,117
"Guyana","GUY","2012",66.22,246.81,6520,123
"Guyana","GUY","2013",66.31,200.22,6960,112
"Guyana","GUY","2014",66.41,221.78,7180,89
"Haiti","HTI","2000",57.68,25.97,1380,270
"Haiti","HTI","2001",57.93,22.73,1370,274
"Haiti","HTI","2002",58.2,19.89,1360,277
"Haiti","HTI","2003",58.5,16.74,1370,277
"Haiti","HTI","2004",58.82,22.52,1340,276
"Haiti","HTI","2005",59.18,19.77,1380,272
"Haiti","HTI","2006",59.57,29.56,1440,266
"Haiti","HTI","2007",59.98,34.72,1510,257
"Haiti","HTI","2008",60.4,39.1,1530,248
"Haiti","HTI","2009",60.82,44.07,1560,238
"Haiti","HTI","2010",61.24,54.3,1480,229
"Haiti","HTI","2011",61.65,76.73,1570,220
"Haiti","HTI","2012",62.03,75.12,1630,213
"Haiti","HTI","2013",62.4,65.15,1690,206
"Haiti","HTI","2014",62.75,61.46,1740,200
"Honduras","HND","2000",70.49,76.28,2670,114
"Honduras","HND","2001",70.71,82.6,2740,108
"Honduras","HND","2002",70.91,88.08,2820,100
"Honduras","HND","2003",71.1,103.07,2930,91
"Honduras","HND","2004",71.29,103.63,3110,81
"Honduras","HND","2005",71.48,110.82,3360,73
"Honduras","HND","2006",71.67,118.92,3620,66
"Honduras","HND","2007",71.86,136.79,3940,61
"Honduras","HND","2008",72.04,160.65,4130,48
"Honduras","HND","2009",72.22,174.67,4030,48
"Honduras","HND","2010",72.39,178.39,4050,47
"Honduras","HND","2011",72.57,199.1,4200,52
"Honduras","HND","2012",72.76,234.23,4310,48
"Honduras","HND","2013",72.94,214.19,4430,46
"Honduras","HND","2014",73.14,212.32,4600,43
"Hong Kong SAR, China","HKG","2000",80.88,NA,27180,102
"Hong Kong SAR, China","HKG","2001",81.42,NA,28160,114
"Hong Kong SAR, China","HKG","2002",81.48,NA,28470,105
"Hong Kong SAR, China","HKG","2003",81.33,NA,30560,99
"Hong Kong SAR, China","HKG","2004",81.78,NA,33720,96
"Hong Kong SAR, China","HKG","2005",81.58,NA,36630,95
"Hong Kong SAR, China","HKG","2006",82.38,NA,40880,93
"Hong Kong SAR, China","HKG","2007",82.33,NA,44670,90
"Hong Kong SAR, China","HKG","2008",82.38,NA,47440,92
"Hong Kong SAR, China","HKG","2009",82.78,NA,45250,85
"Hong Kong SAR, China","HKG","2010",82.98,NA,48130,81
"Hong Kong SAR, China","HKG","2011",83.42,NA,51450,77
"Hong Kong SAR, China","HKG","2012",83.48,NA,52020,78
"Hong Kong SAR, China","HKG","2013",83.83,NA,54480,76
"Hong Kong SAR, China","HKG","2014",83.98,NA,56680,76
"Hungary","HUN","2000",71.25,325.71,11270,35
"Hungary","HUN","2001",72.25,374.28,12580,33
"Hungary","HUN","2002",72.35,495.38,13780,31
"Hungary","HUN","2003",72.3,705.83,14720,31
"Hungary","HUN","2004",72.65,828.14,15340,26
"Hungary","HUN","2005",72.65,922.78,16090,21
"Hungary","HUN","2006",73.1,922.33,17290,19
"Hungary","HUN","2007",73.15,1037.58,17670,18
"Hungary","HUN","2008",73.7,1145.8,19300,16
"Hungary","HUN","2009",73.9,976.78,19610,15
"Hungary","HUN","2010",74.21,1019.85,20440,18
"Hungary","HUN","2011",74.86,1098.71,21600,15
"Hungary","HUN","2012",75.06,991.27,21990,13
"Hungary","HUN","2013",75.57,1021.07,23640,12
"Hungary","HUN","2014",75.87,1036.62,24220,9.3
"Iceland","ISL","2000",79.65,2966.4,28560,5.3
"Iceland","ISL","2001",80.69,2616.1,30610,4.9
"Iceland","ISL","2002",80.5,3150.77,32030,3.2
"Iceland","ISL","2003",80.96,3945.3,31800,2
"Iceland","ISL","2004",81,4521.68,33820,4.3
"Iceland","ISL","2005",81.5,5254.4,35710,3.9
"Iceland","ISL","2006",81.16,5094.19,36440,5
"Iceland","ISL","2007",81.45,6057.86,38970,4.5
"Iceland","ISL","2008",81.61,4892.2,33860,2.2
"Iceland","ISL","2009",81.75,3671.31,33390,3.3
"Iceland","ISL","2010",81.9,3690.42,32200,8
"Iceland","ISL","2011",82.36,3985,34440,2.9
"Iceland","ISL","2012",82.92,3856.83,36480,3.6
"Iceland","ISL","2013",82.06,4182.44,41480,3.9
"Iceland","ISL","2014",82.06,4661.62,43930,2.8
"India","IND","2000",62.63,19.61,1980,289
"India","IND","2001",63.02,20.94,2090,288
"India","IND","2002",63.4,21.06,2170,287
"India","IND","2003",63.77,23.65,2340,285
"India","IND","2004",64.15,26.8,2560,282
"India","IND","2005",64.52,31.34,2840,279
"India","IND","2006",64.91,34.64,3150,274
"India","IND","2007",65.3,43.21,3470,268
"India","IND","2008",65.7,46.91,3620,261
"India","IND","2009",66.1,48.23,3900,254
"India","IND","2010",66.51,59.18,4270,247
"India","IND","2011",66.9,65.71,4590,241
"India","IND","2012",67.29,64.93,4860,234
"India","IND","2013",67.66,68.53,5200,228
"India","IND","2014",68.01,74.99,5610,223
"Indonesia","IDN","2000",66.25,15.43,4190,449
"Indonesia","IDN","2001",66.43,16.7,4300,448
"Indonesia","IDN","2002",66.61,20.42,4440,446
"Indonesia","IDN","2003",66.79,27,5110,444
"Indonesia","IDN","2004",66.97,27.24,5400,441
"Indonesia","IDN","2005",67.17,35.25,5790,437
"Indonesia","IDN","2006",67.37,46.2,6260,433
"Indonesia","IDN","2007",67.57,57.65,6750,429
"Indonesia","IDN","2008",67.76,60.83,7240,424
"Indonesia","IDN","2009",67.96,63.93,7540,419
"Indonesia","IDN","2010",68.15,85.65,8070,415
"Indonesia","IDN","2011",68.33,98.97,8610,410
"Indonesia","IDN","2012",68.52,107.24,9180,407
"Indonesia","IDN","2013",68.7,106.02,9710,403
"Indonesia","IDN","2014",68.89,99.41,10210,399
"Iran, Islamic Rep.","IRN","2000",70.14,229.5,9430,22
"Iran, Islamic Rep.","IRN","2001",70.52,291.68,9740,22
"Iran, Islamic Rep.","IRN","2002",70.9,107.59,10580,21
"Iran, Islamic Rep.","IRN","2003",71.25,110.83,11570,20
"Iran, Islamic Rep.","IRN","2004",71.59,144.96,12220,18
"Iran, Islamic Rep.","IRN","2005",71.93,177.77,12990,16
"Iran, Islamic Rep.","IRN","2006",72.29,204.26,14020,16
"Iran, Islamic Rep.","IRN","2007",72.67,254.35,15570,16
"Iran, Islamic Rep.","IRN","2008",73.09,314.55,15850,16
"Iran, Islamic Rep.","IRN","2009",73.53,380.76,16100,17
"Iran, Islamic Rep.","IRN","2010",73.98,455.45,17170,17
"Iran, Islamic Rep.","IRN","2011",74.41,545.23,17950,18
"Iran, Islamic Rep.","IRN","2012",74.8,510.59,16900,18
"Iran, Islamic Rep.","IRN","2013",75.13,414.7,16620,18
"Iran, Islamic Rep.","IRN","2014",75.39,350.74,17430,16
"Iraq","IRQ","2000",69.18,NA,9590,50
"Iraq","IRQ","2001",69.09,NA,9740,50
"Iraq","IRQ","2002",68.94,NA,8860,49
"Iraq","IRQ","2003",68.76,16.41,6000,49
"Iraq","IRQ","2004",68.56,55.83,9250,48
"Iraq","IRQ","2005",68.38,55.49,9840,48
"Iraq","IRQ","2006",68.26,59.33,10880,48
"Iraq","IRQ","2007",68.2,97.3,11080,47
"Iraq","IRQ","2008",68.22,146.59,12340,46
"Iraq","IRQ","2009",68.32,146.76,12200,46
"Iraq","IRQ","2010",68.49,144.98,12560,45
"Iraq","IRQ","2011",68.71,164.05,13190,45
"Iraq","IRQ","2012",68.95,294.16,14890,45
"Iraq","IRQ","2013",69.18,339.35,15490,45
"Iraq","IRQ","2014",69.4,292,15190,43
"Ireland","IRL","2000",76.54,1593.34,26280,12
"Ireland","IRL","2001",77.13,1878.2,27840,12
"Ireland","IRL","2002",77.63,2248.68,29520,11
"Ireland","IRL","2003",78.14,2925.2,31290,12
"Ireland","IRL","2004",78.54,3532.97,33400,11
"Ireland","IRL","2005",78.94,3736.53,35070,12
"Ireland","IRL","2006",79.24,3982.27,38960,12
"Ireland","IRL","2007",79.64,4704.24,40580,11
"Ireland","IRL","2008",80.1,5326.22,38500,11
"Ireland","IRL","2009",80.19,4961.58,34890,11
"Ireland","IRL","2010",80.74,4238.22,36460,9.6
"Ireland","IRL","2011",80.75,4309.72,37650,9.6
"Ireland","IRL","2012",80.9,4079.48,38330,8.4
"Ireland","IRL","2013",81,4156.59,41100,8.8
"Ireland","IRL","2014",81.15,4239.15,43540,7.3
"Isle of Man","IMN","2000",NA,NA,NA,NA
"Isle of Man","IMN","2001",NA,NA,NA,NA
"Isle of Man","IMN","2002",77.97,NA,NA,NA
"Isle of Man","IMN","2003",NA,NA,NA,NA
"Isle of Man","IMN","2004",NA,NA,NA,NA
"Isle of Man","IMN","2005",NA,NA,NA,NA
"Isle of Man","IMN","2006",NA,NA,NA,NA
"Isle of Man","IMN","2007",NA,NA,NA,NA
"Isle of Man","IMN","2008",NA,NA,NA,NA
"Isle of Man","IMN","2009",NA,NA,NA,NA
"Isle of Man","IMN","2010",NA,NA,NA,NA
"Isle of Man","IMN","2011",NA,NA,NA,NA
"Isle of Man","IMN","2012",NA,NA,NA,NA
"Isle of Man","IMN","2013",NA,NA,NA,NA
"Isle of Man","IMN","2014",NA,NA,NA,NA
"Israel","ISR","2000",78.95,1490.05,22710,10
"Israel","ISR","2001",79.41,1531.73,23550,9.6
"Israel","ISR","2002",79.45,1366.91,24020,8.6
"Israel","ISR","2003",79.65,1394.67,22630,8.5
"Israel","ISR","2004",80.15,1445.93,24400,8.1
"Israel","ISR","2005",80.15,1515.13,24310,6.5
"Israel","ISR","2006",80.55,1592.65,25280,5.8
"Israel","ISR","2007",80.5,1813.2,27150,6.6
"Israel","ISR","2008",80.95,2145.39,26650,5.2
"Israel","ISR","2009",81.4,2057.35,26690,5.5
"Israel","ISR","2010",81.6,2247.65,28220,5.3
"Israel","ISR","2011",81.66,2460.5,30110,6.3
"Israel","ISR","2012",81.7,2514.57,30880,7.6
"Israel","ISR","2013",82.06,2853.69,33570,4.5
"Israel","ISR","2014",82.15,2910.29,34550,5.2
"Italy","ITA","2000",79.78,1587.96,26900,7
"Italy","ITA","2001",80.13,1656.22,27900,8.6
"Italy","ITA","2002",80.23,1829.93,28500,7.8
"Italy","ITA","2003",79.98,2246.11,28930,8.7
"Italy","ITA","2004",80.78,2658.15,29410,7.8
"Italy","ITA","2005",80.78,2788.52,30080,7.5
"Italy","ITA","2006",81.28,2951.59,32460,8.1
"Italy","ITA","2007",81.43,3210.65,33990,5.4
"Italy","ITA","2008",81.49,3623.85,35060,8
"Italy","ITA","2009",81.64,3488.47,34510,7.9
"Italy","ITA","2010",82.04,3384.45,34980,8.8
"Italy","ITA","2011",82.19,3559.5,36230,6.6
"Italy","ITA","2012",82.24,3242.22,36160,6
"Italy","ITA","2013",82.69,3294.85,36070,5.8
"Italy","ITA","2014",82.69,3257.75,36070,5.8
"Jamaica","JAM","2000",72.31,199.94,6180,6.1
"Jamaica","JAM","2001",72.48,185.61,6290,5.8
"Jamaica","JAM","2002",72.68,179.12,6380,5
"Jamaica","JAM","2003",72.9,162.22,6730,5.7
"Jamaica","JAM","2004",73.16,183.47,6980,5.4
"Jamaica","JAM","2005",73.43,170.75,7210,4.2
"Jamaica","JAM","2006",73.72,187.07,7680,4.4
"Jamaica","JAM","2007",74.01,230.49,7960,4.8
"Jamaica","JAM","2008",74.3,272.62,8100,4.8
"Jamaica","JAM","2009",74.58,229.13,7660,6.4
"Jamaica","JAM","2010",74.85,255.66,7750,5.9
"Jamaica","JAM","2011",75.09,273.31,8060,4.8
"Jamaica","JAM","2012",75.3,302.92,8330,4.1
"Jamaica","JAM","2013",75.49,305.85,8390,4.3
"Jamaica","JAM","2014",75.65,266.19,8540,3.9
"Japan","JPN","2000",81.08,2838.6,27180,36
"Japan","JPN","2001",81.42,2531.11,27900,32
"Japan","JPN","2002",81.56,2450.73,28560,30
"Japan","JPN","2003",81.76,2694.43,29320,29
"Japan","JPN","2004",82.03,2927.43,30950,27
"Japan","JPN","2005",81.93,2927.57,32350,25
"Japan","JPN","2006",82.32,2791.22,33920,23
"Japan","JPN","2007",82.51,2806.57,35570,22
"Japan","JPN","2008",82.59,3255.56,35710,22
"Japan","JPN","2009",82.93,3741.59,33910,21
"Japan","JPN","2010",82.84,4110.46,35900,20
"Japan","JPN","2011",82.59,4654.23,36790,20
"Japan","JPN","2012",83.1,4748.92,38210,19
"Japan","JPN","2013",83.33,3960.2,40330,19
"Japan","JPN","2014",83.59,3702.95,40880,18
"Jordan","JOR","2000",71.78,171.34,6210,8
"Jordan","JOR","2001",71.96,183.25,6610,8.8
"Jordan","JOR","2002",72.13,187.84,6910,7.9
"Jordan","JOR","2003",72.3,185.1,7220,7.9
"Jordan","JOR","2004",72.47,199.75,7940,7.8
"Jordan","JOR","2005",72.64,209.68,8620,8.6
"Jordan","JOR","2006",72.8,220.13,9290,8.5
"Jordan","JOR","2007",72.96,247.94,10000,7.3
"Jordan","JOR","2008",73.12,320.87,10400,7.4
"Jordan","JOR","2009",73.28,362.73,10490,7.4
"Jordan","JOR","2010",73.44,341.27,10150,6.5
"Jordan","JOR","2011",73.59,357.76,10230,6.1
"Jordan","JOR","2012",73.75,354.06,10300,5.9
"Jordan","JOR","2013",73.9,336.79,10460,6
"Jordan","JOR","2014",74.05,358.91,10660,6.5
"Kazakhstan","KAZ","2000",65.52,50.81,7350,177
"Kazakhstan","KAZ","2001",65.77,51.41,8660,192
"Kazakhstan","KAZ","2002",65.97,59.31,9760,199
"Kazakhstan","KAZ","2003",65.87,75.36,10720,202
"Kazakhstan","KAZ","2004",65.89,111.71,11860,199
"Kazakhstan","KAZ","2005",65.91,149.99,12920,191
"Kazakhstan","KAZ","2006",66.16,194.02,14220,181
"Kazakhstan","KAZ","2007",66.5,212.1,15590,170
"Kazakhstan","KAZ","2008",67.02,305.82,15830,162
"Kazakhstan","KAZ","2009",68.43,295.32,16370,154
"Kazakhstan","KAZ","2010",68.3,401.21,17110,145
"Kazakhstan","KAZ","2011",68.98,460.55,18220,135
"Kazakhstan","KAZ","2012",69.61,521.64,19370,126
"Kazakhstan","KAZ","2013",70.45,582.1,21250,115
"Kazakhstan","KAZ","2014",71.62,538.78,22310,99
"Kenya","KEN","2000",50.79,19.15,1690,286
"Kenya","KEN","2001",50.82,18.84,1750,311
"Kenya","KEN","2002",51.16,18.25,1750,332
"Kenya","KEN","2003",51.75,19.76,1780,348
"Kenya","KEN","2004",52.55,20.05,1880,358
"Kenya","KEN","2005",53.52,23.13,2020,361
"Kenya","KEN","2006",54.59,30.2,2150,355
"Kenya","KEN","2007",55.7,34.99,2300,344
"Kenya","KEN","2008",56.78,36.6,2290,330
"Kenya","KEN","2009",57.8,39.29,2330,314
"Kenya","KEN","2010",58.72,39.41,2480,299
"Kenya","KEN","2011",59.53,52.99,2620,285
"Kenya","KEN","2012",60.27,65.06,2710,271
"Kenya","KEN","2013",60.95,70,2830,259
"Kenya","KEN","2014",61.58,77.7,2950,246
"Kiribati","KIR","2000",63.95,64.96,2590,373
"Kiribati","KIR","2001",64.17,66.17,2730,275
"Kiribati","KIR","2002",64.36,75.31,2620,281
"Kiribati","KIR","2003",64.53,101.2,2520,399
"Kiribati","KIR","2004",64.67,117.32,2510,428
"Kiribati","KIR","2005",64.78,115.64,2530,449
"Kiribati","KIR","2006",64.89,121.34,2570,501
"Kiribati","KIR","2007",64.98,174.44,2490,433
"Kiribati","KIR","2008",65.08,167.77,2520,425
"Kiribati","KIR","2009",65.18,154.75,2400,346
"Kiribati","KIR","2010",65.3,154.16,2470,348
"Kiribati","KIR","2011",65.44,171.54,2340,410
"Kiribati","KIR","2012",65.6,170.27,2600,406
"Kiribati","KIR","2013",65.77,158.06,2980,469
"Kiribati","KIR","2014",65.95,154.17,3590,468
"Korea, Rep.","KOR","2000",75.84,504.9,17950,50
"Korea, Rep.","KOR","2001",76.34,535.74,19060,86
"Korea, Rep.","KOR","2002",76.84,589.89,20700,80
"Korea, Rep.","KOR","2003",77.25,700.36,21310,84
"Korea, Rep.","KOR","2004",77.85,789.63,22920,78
"Korea, Rep.","KOR","2005",78.43,994.17,24030,96
"Korea, Rep.","KOR","2006",78.97,1204.22,25770,94
"Korea, Rep.","KOR","2007",79.35,1383.03,27790,93
"Korea, Rep.","KOR","2008",79.83,1260.85,28720,89
"Korea, Rep.","KOR","2009",80.3,1220.65,28330,95
"Korea, Rep.","KOR","2010",80.55,1505.02,30500,96
"Korea, Rep.","KOR","2011",80.97,1650.46,31510,100
"Korea, Rep.","KOR","2012",81.21,1714.86,32550,94
"Korea, Rep.","KOR","2013",81.71,1870.13,33050,89
"Korea, Rep.","KOR","2014",82.16,2060.25,33960,86
"Kosovo","KSV","2000",67.95,NA,NA,NA
"Kosovo","KSV","2001",68,NA,NA,NA
"Kosovo","KSV","2002",67.94,NA,NA,NA
"Kosovo","KSV","2003",68.2,NA,NA,NA
"Kosovo","KSV","2004",68.45,NA,NA,NA
"Kosovo","KSV","2005",68.7,NA,NA,NA
"Kosovo","KSV","2006",68.95,NA,6590,NA
"Kosovo","KSV","2007",69.2,NA,7350,NA
"Kosovo","KSV","2008",69.4,NA,7550,NA
"Kosovo","KSV","2009",69.65,NA,7600,NA
"Kosovo","KSV","2010",69.9,NA,7890,NA
"Kosovo","KSV","2011",70.15,NA,8420,NA
"Kosovo","KSV","2012",70.5,NA,8800,NA
"Kosovo","KSV","2013",70.8,NA,9090,NA
"Kosovo","KSV","2014",71.1,NA,9350,NA
"Kuwait","KWT","2000",73.31,490.55,69370,31
"Kuwait","KWT","2001",73.39,632.85,67100,29
"Kuwait","KWT","2002",73.45,665.5,65190,33
"Kuwait","KWT","2003",73.52,737.54,74820,31
"Kuwait","KWT","2004",73.58,756.08,83700,30
"Kuwait","KWT","2005",73.65,848.79,91140,26
"Kuwait","KWT","2006",73.73,957.25,97360,31
"Kuwait","KWT","2007",73.81,963.14,99740,29
"Kuwait","KWT","2008",73.9,1052.24,94680,37
"Kuwait","KWT","2009",74.01,1423.52,84460,37
"Kuwait","KWT","2010",74.12,1041.03,77500,36
"Kuwait","KWT","2011",74.23,1244.3,80860,24
"Kuwait","KWT","2012",74.35,1309.07,84220,25
"Kuwait","KWT","2013",74.47,1252.53,82610,23
